,tweet_id,datetime,tweet_text,polarity,sentiment,author_id,followers_count,retweet_count,like_count,collection_time,original_tweet_id
12,1401680308542574595,2021-06-06 19:20:02,OpenAI Learns and Plays Hide and Seek and Breaks The Game Artificial intelligence machine learning and deep learning change the game See how AI learns autonomous robots autonomy Elon Musk singularity data science bigdata palantir,-0.19999999999999998,negative,323956364,,4,2,2021-11-03 08:46:18,
8,1453841660610289667,2021-10-28 17:50:37,PLTR The largest Ponzi Scheme conviction in history 2008 worth about 64 8 billion Courtesy of Palantir Tech,0.3,positive,1356214197009457157,,55,356,2021-11-03 08:46:18,
19,1453902938133319680,2021-10-28 21:54:07,Okland MD The only thing holding me back from relentlessly adding to my PLTR position is all of the SBC dilution Is my thinking wrong,-0.16666666666666666,negative,1431651224160378885,,0,0,2021-11-03 08:46:18,
6,1454794909794328578,2021-10-31 08:58:29,PLTR Large moves up or down are born from this type of volume distribution You are going to want to remember what this looks like print it off and hang it on your wall Not a prediction of direction just an observation of price and volume,0.029365079365079344,positive,1251671451612131328,,16,185,2021-11-03 08:46:18,
7,1455284653149937665,2021-11-01 17:24:33,PLTR having a day It s only a matter time,0.0,neutral,1381232696,,9,195,2021-11-03 08:46:18,
42,1455296982331768837,2021-11-01 18:13:33,Tuesday Watchlist Pt 1 MEME STONKS EDITION 1 AMC Gap over 38 2 GME Weekly wedge breakout 3 CLOV Bullish daily next leg 4 SDC Bullish engulfing squeeze 5 BB Bullish flow SPRT GREE 2000 alert GEMS every WK follow turn notif on,0.0,neutral,1289935458043035648,2255,4,14,2021-11-03 08:46:18,
25,1455405588674924546,2021-11-02 01:25:07,wtf does he mean it would be good for trump to have twitter back that was like the source of his power From a political perspective I wish Saruman still had the palantir,-0.02250000000000001,negative,1223847486906937345,,2,7,2021-11-03 08:46:18,
33,1455560329702694915,2021-11-02 11:40:00,did it hurt when darkness took you and you strayed out of thought and time,0.0,neutral,14105981,,10,172,2021-11-03 08:46:18,
39,1455581857056165895,2021-11-02 13:05:32,PLTR will be one of destinations to put money from this crypto cycle,0.0,neutral,2555037626,,1,2,2021-11-03 08:46:18,
20,1455588907127562241,2021-11-02 13:33:33,4680 cell line equipment has arrived at Giga Texas Let s goooo,0.0,neutral,243013409,,139,1462,2021-11-03 08:46:18,
11,1455631422174158854,2021-11-02 16:22:30,I recently covered in this thread the known extent of British military involvement with Thiel backed Anduril Now founders loan firm 137 Ventures has raised a record 350m The group invests in Palantir Wonolo AirBnB as well as Anduril and Lattice,-0.07500000000000001,negative,1087052725467131905,,1,0,2021-11-03 08:46:18,
1,1455640891205439490,2021-11-02 17:00:07,Same bro I was in DDOG from 45 to 100 and sold for a 10 SPAC because I refused to believe the SPAC boom was over LOL I also solf NET at 100 It s okay though because I ve been riding CRWD amp ZS both since sub 50 I do regret not going harder on FTNT though,0.24,positive,1169059796344946689,,0,0,2021-11-03 08:46:18,
46,1455641660570935304,2021-11-02 17:03:11,BBBY you think someone knew,0.0,neutral,1353048914815971328,,32,463,2021-11-03 08:46:18,
16,1455641874316894210,2021-11-02 17:04:02,pltr C est quoi le film,0.0,neutral,4853401959,,0,0,2021-11-03 08:46:18,
40,1455641913688829960,2021-11-02 17:04:11,Starting with 7k down to 3k back up to 29k Lot of thanks to this chat TEVA UAA PLTR HIVE WIMI NVDA T XELA FB,0.011111111111111106,positive,1455641594397405187,,1,0,2021-11-03 08:46:18,
15,1455642016390397952,2021-11-02 17:04:35,what other analytics firms out there would you put in a category with Palantir that d be likely to acquire an EO data provider or insights co like Spaceknow I think more EO on EO will happen first then we will continue up the food chain,0.15625,positive,1423692283296161793,,0,2,2021-11-03 08:46:18,
44,1455642338370461706,2021-11-02 17:05:52,How does all that data get pooled and traded exactly I presume Facebook has sold access to copies of its face data for whatever revenue it brings in People are still kind of naive as to how thoroughly Facebook sells them out to any bidder at all,0.18333333333333335,positive,18637081,,0,1,2021-11-03 08:46:18,
48,1455642572970397700,2021-11-02 17:06:48,I see where you re going here Yes I believe so architecture plans medium alone would fall under a digital twin however the term object is referenced a lot so if a plan can be an object then absolutely But traditionally 3D objects 1 2,0.06666666666666667,positive,1244990886804668418,35,0,1,2021-11-03 08:46:18,
32,1455643718237757445,2021-11-02 17:11:21,support I m hopeful this same type of setup is behind the PLTR 35c mega buy today,-0.2,negative,384648877,287,0,4,2021-11-03 08:46:18,
45,1455643851499184134,2021-11-02 17:11:53,I just wrote a letter Write letter to regarding amp their provision of predictive artificial intelligence provided to Israeli military Write one here,-0.35,negative,932376878,74,1,0,2021-11-03 08:46:18,
36,1455644319822589962,2021-11-02 17:13:45,BTC Bitcoin prepares for potential 84 000 run QBT Quantum blockchain Has a patent to be able to speed up mining bitcoin Parabolic run coming AMC BBIG KPLT PROG MMAT GME NAKD ARBK HUT BEST TSLA DISH,0.5,positive,3863963441,,5,7,2021-11-03 08:46:18,
27,1455644482754396164,2021-11-02 17:14:23,Quick chart session tonight See ya tomorrow Reviewed FUBO GE BLNK BBBY GME AMC BB,0.3333333333333333,positive,887754279125221378,,4,203,2021-11-03 08:46:18,
43,1455645450481045511,2021-11-02 17:18:14,,0.0,neutral,48412390,,0,0,2021-11-03 08:46:18,
35,1455647456578973700,2021-11-02 17:26:12,Last months Stock Watchlist went crazy going to start scoping out some others soon fubo amp coin huge winners in the short term Send me some you guys like I can look at now that I have a little time,-0.07749999999999999,negative,338786376,,0,70,2021-11-03 08:46:18,
9,1455648298497417225,2021-11-02 17:29:33,SDC BREAKOUTSTOCKS gap to fill at 5 73 bottom confirmed the shorts shortsqueeze ALGN DWAC PHUN GME BENE AMC BBIG SPY PROG PLUG SKLZ NIO TSLA CEI WISH TLRY PLTR SOFI DATS OCGN RIOT COIN NFLX BKKT BBBY LCID IRNT CETX,0.4,positive,2402504683,923,1,3,2021-11-03 08:46:18,
31,1455648524582862849,2021-11-02 17:30:27,Might raise a lot of cash will see,0.0,neutral,1033127171298975744,,0,20,2021-11-03 08:46:18,
34,1455648578001465345,2021-11-02 17:30:40,BTC BTC Bitcoin TSLA incoming never before seen gains on breakout stock stocks StockMarketindia stockmarket aapl bkkt pltr nio goog amzn oil gas corn soybeans gold eth ethereum dogecoin shibarmy cadr bac ba metx htzz hz dwac nxtd ggpi spy,0.0,neutral,1290767371590758400,2212,1,3,2021-11-03 08:46:18,
29,1455651256152829958,2021-11-02 17:41:18,I ve doubled my account this year despite the fact that PLTR has been anywhere from 70 100 of my portfolio the entire time It s time for this mf er to wake up,0.0,neutral,1426663707682160648,19,0,2,2021-11-03 08:46:18,
23,1455651583044227074,2021-11-02 17:42:36,What are our favorite memes GME AMC SPCE KOSS BBBY CLOV BB PLTR AFRM WISH SNDL WKHS RKT,0.5,positive,1276691031485026305,8796,2,8,2021-11-03 08:46:18,
21,1455652713757396997,2021-11-02 17:47:06,Does anybody have a great article on how Bunker Boy and the Cosmic Virus are ironically reforming the police BLM I want to make a new story map BlackAndBlue,0.4681818181818182,positive,23452847,,3,9,2021-11-03 08:46:18,
14,1455654889728712705,2021-11-02 17:55:45,Large cap stocks with the most shares traded today Ford F 114 2M shares Lucid LCID 74 7M Apple AAPL 69M Pfizer PFE 67M VALE 56 9M AMD 52 8M NIO 46 1M Tesla TSLA 42 5M AMC 39 2M Plug Power PLUG 36 4M BAC 36 1M SOFI 35 3M AT amp T T 34 5M Palantir PLTR 30 6M CAR 30 3M,0.35714285714285715,positive,1250830691824283648,125737,3,20,2021-11-03 08:46:18,
26,1455655576382345223,2021-11-02 17:58:28,Large cap stocks with the most shares traded today Ford F 114 2M shares Lucid LCID 74 7M Apple AAPL 69M Pfizer PFE 67M VALE 56 9M AMD 52 8M NIO 46 1M Tesla TSLA 42 5M AMC 39 2M Plug Power PLUG 36 4M BAC 36 1M SOFI 35 3M AT amp T T 34 5M Palantir PLTR 30 6M CAR 30 3M,0.35714285714285715,positive,1443262146498945026,978,1,0,2021-11-03 08:46:18,
18,1455655812916031494,2021-11-02 17:59:25,Betting on the future with AI and Robotics Discussing latest performance with on including the entrepreneurial companies PLTR and VUZI AI robotics,0.25,positive,4819783043,3969,8,33,2021-11-03 08:46:18,
13,1455658213878255618,2021-11-02 18:08:57,Put in the category with Palantir Not much besides divisions of cloud providers Google Microsoft AWS and traditional primes Raytheon Boeing Northrup,-0.05,negative,707019229241823234,6555,0,2,2021-11-03 08:46:18,
5,1455658910610825217,2021-11-02 18:11:43,PLTR What does this mean,-0.3125,negative,1317594902469935105,12,0,0,2021-11-03 08:46:18,
0,1455664456827129861,2021-11-02 18:33:46,Commonwealth Bank of Australia is 6 5 Million Users Planning to offer crypto services,0.0,neutral,4637858597,,12,109,2021-11-03 08:46:18,
22,1400442968293752832,2021-06-03 09:23:17,PLTR Enabling data driven decision making This time I decided to deep dive PLTR This time I also built up a presentation with the main aspects of the company so people that don t want to read the full document can have an idea of the company,0.1722222222222222,positive,1332345222534225921,,101,431,2021-11-03 08:46:16,
12,1416514720538923008,2021-07-17 17:46:41,PLTR Noticed the 1 new buyer is a fund named O Neil Global Advisors There are only so many famous O Neil families that are involved in investing Check it out this is an interesting relatively new filer,0.2532467532467532,positive,2272207286,,12,63,2021-11-03 08:46:16,
1,1432868535458418697,2021-08-31 20:50:54,Let s share some favorite DD links I ll start 1 2 3 4 5 6 7 8,0.5,positive,2585198192,,48,117,2021-11-03 08:46:16,
39,1453799704236462088,2021-10-28 15:03:54,pltr again today But trying to hold 50DMA with an inside day which is a good thing,0.7,positive,1299916382084063232,,2,9,2021-11-03 08:46:16,
45,1455382953417220096,2021-11-01 23:55:10,Today was a pretty solid day overall let s see if we can continue the streak tomorrow PLTR AAPL MU IGT stockstowatch LevelsDontLie,0.08333333333333333,positive,1865594845,1159,0,3,2021-11-03 08:46:16,
38,1455530386176548868,2021-11-02 09:41:01,Today s watchlist Nov 02 stockstowatch stocks TSLA PLTR DKNG AMD COIN,0.0,neutral,1427601279099019268,104,0,2,2021-11-03 08:46:16,
15,1455558192767799306,2021-11-02 11:31:30,Long Positions TSLA AAPL MSFT AMZN POOL FB DHR NVDA ZM CRWD PLTR SQ MSCI MAR COIN MVRS QQQ EH SPXL GOOGL Watch list TREX DIS SE NTDOY BTC BA EL MRNA MO BLK ETH TECL WEBL RH NDAQ 43juni,-0.05,negative,1492797522,,1,3,2021-11-03 08:46:16,
24,1455577743471493124,2021-11-02 12:49:12,I think market is pricing in too much negativity So easier to surprise to the upside than to disappoint I could be wrong good luck to all,0.13333333333333333,positive,47566343,,0,1,2021-11-03 08:46:16,
8,1455601720738861065,2021-11-02 14:24:28,Update the market is dipping a bit today I added R100k worth of Palantir on the dip,0.3,positive,1004129134463934464,,0,0,2021-11-03 08:46:16,
40,1455602112566632448,2021-11-02 14:26:02,And y all believe them,0.0,neutral,251190721,,5,38,2021-11-03 08:46:16,
2,1455609277289312268,2021-11-02 14:54:30,Removing TSLA from my portfolio means I ve had a very underwhelming year Some good performers in ABBV SQ and TER mostly offset by losses in ZG BYND NVTA and others I only own 10 companies in total Need to get better or else I m just a one hit wonder,0.35714285714285715,positive,129235915,,4,234,2021-11-03 08:46:16,
16,1455618951363301383,2021-11-02 15:32:56,A breakdown of recent PLTR options activity Recent large options trades have been 71 43 bearish and 28 57 bullish,0.07142857142857142,positive,102869127,,0,30,2021-11-03 08:46:16,
41,1455632815471611904,2021-11-02 16:28:02,PLTR 1 21 22 30C flow light activity PLTR,0.4,positive,1378358097283022849,,1,2,2021-11-03 08:46:16,
32,1455665103718666242,2021-11-02 18:36:20,The fact that they really didn t mention the risks with baba in their analysis annoyed me no risk of not only ccp forcing them to make donations or have them shut down controlled or have their ceo kidnapped Nah not a risk You don t even own the actual rights to the stock lol,0.14920634920634918,positive,1409825230063751168,26,0,0,2021-11-03 08:46:16,
25,1455666299913359374,2021-11-02 18:41:05,I will start a raffle of one of my neonz pieces and one of the requirements to participate will be to collect nfts between 1 5 tezos of some independent artist Shill in this thread your best NFTS pieces minted on HEN for 1 5 tezos Let s find some COLLECTORS for your art,0.5,positive,1054543211421679621,,132,272,2021-11-03 08:46:16,
26,1455668707145879558,2021-11-02 18:50:39,This Z iBuying story is crazy and underscores the importance of understanding what bigdata amp AI can and can t deliver There will be many more emperors wearing disappointingly flimsy outfits before all is done zillow,-0.04999999999999999,negative,26819104,,2,19,2021-11-03 08:46:16,
31,1455670507278381059,2021-11-02 18:57:48,were not talking about everything money we are talking about alibaba as a company every stock has its own risk and I m willing to take the risk If it work for me it doesnt mean it will work for you we both own palantir and you know how risky and overvalued the company is,0.284375,positive,1364597721684934659,2,0,1,2021-11-03 08:46:16,
30,1455670886565044227,2021-11-02 18:59:19,As Wolfe Research stated in a recent research note the S3 Squeeze Score is negatively correlated to future stock returns and positively correlated to volatility Avis Budget Group CAR had a 100 100 Squeeze Score Read my research note at,-0.01818181818181818,negative,702154317596336128,,5,33,2021-11-03 08:46:16,
29,1455671067414958082,2021-11-02 19:00:02,We re a global leader in our space backed by leaders in their respective areas incl amp Why Because they believe in our vision to use DataForGood amp to make mobility cleaner safer amp more efficient Find out more wejourney MSFT PLTR GM,0.25,positive,2863741665,4145,1,4,2021-11-03 08:46:16,
23,1455673266543243268,2021-11-02 19:08:46,Hug Champ com Yeahhh Exxon Mobil will help us from the problem they caused themself and has denied for the last 25 years Do you realize how naive you are CCS is a fake tech fix invented by the fossil industry to mislead politicians and delay the necessary transition away from fossils,-0.2,negative,794984487281160192,,0,0,2021-11-03 08:46:16,
21,1455676092342284290,2021-11-02 19:20:00,mara fsr wkhs tsla bbig gme fb aapl coin msft pltr amd sos btbt aal riot nio cei mvis fubo amc penn dwac any zom clov nakd spy sndl dkng WE ALERTED SPCE at 19 RAN TO 57 200 GAIN DAILY ALERTS 15 ONE TIME FEE BEAT THAT LINK IN BIO,0.0,neutral,1345666465870061568,3640,1,1,2021-11-03 08:46:16,
20,1455678766873722887,2021-11-02 19:30:37,I feel like it ll get fromtran,0.0,neutral,31468297,6301,0,1,2021-11-03 08:46:16,
17,1455679891966361600,2021-11-02 19:35:06,FireHamasaki,0.0,neutral,703661143,,2,37,2021-11-03 08:46:16,
6,1455680384352542722,2021-11-02 19:37:03,Oct 2021 update New FB SHOP Need some recognizable stocks to get my teen interested in investing Added to CLPT CLPT 41 5 XPEL 14 5 MELI 7 5 SE 7 BCRX 6 PLTR 5 MYO 4 5 Under 2 FVRR GRVY PSNL IPA SMTI BWAY SMLR FB SHOP DMTK ATHX 1 2022 Put long,0.11727272727272726,positive,3406577650,4903,3,33,2021-11-03 08:46:16,
11,1455681594404966400,2021-11-02 19:41:52,Speaking of Trump Palantir helped ICE rip apart families at the border The company helped create enabled Trump commit those crimes,0.0,neutral,24201071,179,3,9,2021-11-03 08:46:16,
10,1455685006429343747,2021-11-02 19:55:25,Reassured that they are deleting the faceprints as that was the first loophole I thought they might leave for themselves,0.25,positive,572424149,,0,4,2021-11-03 08:46:16,
7,1455686615502884874,2021-11-02 20:01:49,Really lookokg forward to Miami this month I m drumming up some trouble,0.0,neutral,588569122,,5,35,2021-11-03 08:46:16,
9,1455687578011713538,2021-11-02 20:05:38,Cathie Wood s ARKW made the following trades today Bought 405 747 shares of HOOD Bought 231 028 shares of DKNG Do you agree with the investments,0.0,neutral,44060322,206753,2,24,2021-11-03 08:46:16,
4,1455687843590905857,2021-11-02 20:06:41,In additional ARKW sold 847 901 shares of PLTR,0.0,neutral,44060322,206753,2,10,2021-11-03 08:46:16,
0,1455687897127002113,2021-11-02 20:06:54,time for PLTR puts,0.0,neutral,2530835306,16177,1,12,2021-11-03 08:46:16,
3,1455688146600013824,2021-11-02 20:07:54,lol posted a PLTR chart last night saying this sure looks like a bearish chart Charts don t lie,0.43333333333333335,positive,415066986,15250,0,7,2021-11-03 08:46:16,
18,1440304941428473857,2021-09-21 09:20:32,news mother of all lawsuits quietly filed last month vs Facebook in Delaware I ll explain why it avoided notice until now in a bit but Zuckerberg Sandberg CFO board inc Peter Thiel and Palantir are defendants it s a result of sealed docs between FB execs and board 1,0.0,neutral,75209239,,5816,11083,2021-11-03 08:46:15,
38,1450540434380447745,2021-10-19 15:12:43,Palantir Order Filled pltr This is a long position sitting along side tsla in my do not touch account,0.17500000000000002,positive,1027041315110842368,,52,1072,2021-11-03 08:46:15,
43,1455351629675442190,2021-11-01 21:50:42,PLTR I have not touched this chart since Oct 6 She s following like a fly on shit If ER is good this beast will fly but if Karp fucks us that rising wedge will break down and we see 20 s again which is my loading zone Bullish levels 27 29 30 then gap fill 31 5 maybe moon,0.32407407407407407,positive,812157540720984064,18,0,2,2021-11-03 08:46:15,
20,1455482578534748162,2021-11-02 06:31:02,She will probably buy PLTR back again at 35,0.0,neutral,126254496,,0,1,2021-11-03 08:46:15,
15,1455594350445015041,2021-11-02 13:55:11,PLTR no big changes on PLTRs trajectory today looks to be a slight pullback before 27 resistance line is broke Big days ahead,-0.05555555555555555,negative,1378993399844442112,,3,70,2021-11-03 08:46:15,
28,1455609551684874246,2021-11-02 14:55:35,What was the first stock you ever bought,0.25,positive,1306359926164516864,,8,92,2021-11-03 08:46:15,
35,1455656004234907655,2021-11-02 18:00:10,Betting on the future with AI and Robotics ados on CNBC highlights a big winner entrepreneurial company Palantir PLTR AI robotics automation entrepreneurialcompanies,0.0,neutral,296999843,,12,24,2021-11-03 08:46:15,
25,1455675363175145477,2021-11-02 19:17:06,Hiding Place 2 3 3 tez Seeking a Shepherd 4 5 2 tez Summer Heights 9 10 1 tez Palant r 3 3 3 tez,0.0,neutral,1392780454181457920,,1,1,2021-11-03 08:46:15,
21,1455677041110552585,2021-11-02 19:23:46,PLTR if we test bottom of box again going long,-0.05,negative,1388556362171535363,,0,1,2021-11-03 08:46:15,
8,1455686314959966210,2021-11-02 20:00:37,What stocks are you watching tomorrow,0.0,neutral,817007725666242561,,10,174,2021-11-03 08:46:15,
0,1455687237438517252,2021-11-02 20:04:17,Cathie Wood amp Ark Invest s trade activity from today 11 2,0.0,neutral,1309949778197962752,,13,80,2021-11-03 08:46:15,
23,1455690446945009666,2021-11-02 20:17:02,Tsla Cathie selling Tsla here make sense but she also sold 700s area but she kept bought z tdoc and hood she could buy sofi 14s instead hood and they keep tanking while she sold some pltr make no sense i start losing respect to her,0.0,neutral,279020836,7035,0,10,2021-11-03 08:46:15,
30,1455692547939000335,2021-11-02 20:25:23,just following the pattern I have seen When she dumps almost 1m shares the next day the stock tends to fall This is not an alert just my first thoughts I don t buy sell based on an email tweet I watch the charts tmrw,0.08333333333333333,positive,2530835306,,0,1,2021-11-03 08:46:15,
41,1455693777251848195,2021-11-02 20:30:16,ARK Investment Trades 11 02 2021 ARKF ARKG ARKK ARKQ ARKW ARKX Back to Buying 2x PATH amp 2x DKNG Bought more Z right before Earnings 3x TWOU Nibble BUYS ADPT ALLO BEAM BLDE CDNA DKNG EXAS GENI HOOD KTOS MKFG NIU PACB PATH TWOU Z ZM,0.2619047619047619,positive,27932474,3416,2,7,2021-11-03 08:46:15,
19,1455693783648067593,2021-11-02 20:30:18,ARK Investment Trades 11 02 2021 ARKF Fully Liquidated PINS More Profit taking from 2x U amp PLTR Sells There goes ARKK Actively Selling TSLA again Please Protect me from 10 Rebalance SELLS CSTL IOVA LMT NSTG PINS PLTR TSLAQ U,0.18333333333333335,positive,27932474,3416,3,12,2021-11-03 08:46:15,
40,1455694088796205056,2021-11-02 20:31:30,Incoming short report Who is it Let see your guesses,0.0,neutral,1269043749746692096,,2,17,2021-11-03 08:46:15,
26,1455697053405884420,2021-11-02 20:43:17,PLTR is shorting Palantir before earnings to load more No doubt loud media makes it BIG fancy news to panic retail investors Cathie followed same pattern for most of the stock she own,0.2833333333333334,positive,1387159015457796097,47,1,4,2021-11-03 08:46:15,
27,1455698441372241923,2021-11-02 20:48:48,ARK has about 30mil shares and the sale of Pltr seems to be just rebalancing to buy other shares that are more attractive as per their ranking If cathoe doesnt believe in PLTR they should have dumped almost everything just like they did for BABA,0.39166666666666666,positive,1299916382084063232,276,1,9,2021-11-03 08:46:15,
10,1455698483533520900,2021-11-02 20:48:58,In the greatest mkt since 2000 The same people they got wiped out for 20 yrs taught their kids to get wiped out How is this possible,0.3333333333333333,positive,64888916,,1,55,2021-11-03 08:46:15,
32,1455698573207670785,2021-11-02 20:49:20,Bearish candle today on daily,0.0,neutral,26051690,,0,2,2021-11-03 08:46:15,
3,1455702582467473412,2021-11-02 21:05:15,pltr 02 11 2021 New York State Common Retirement Fund reports 18 51 increase in ownership of PLTR disclosing ownership of 1 847 558 shares as of 2021 09 30 arkk arkw tsla z,-0.08181818181818182,negative,279020836,7035,3,16,2021-11-03 08:46:15,
24,1455703408791408640,2021-11-02 21:08:32,What s the Silicon Six DeleteThiel,0.0,neutral,23452847,,0,1,2021-11-03 08:46:15,
16,1455707135682093056,2021-11-02 21:23:21,In additional ARKW sold 847 901 shares of PLTR,0.0,neutral,570927672,10652,0,0,2021-11-03 08:46:15,
11,1455710658096476168,2021-11-02 21:37:21,This is my 4 Position behind NVDA SHOP TTD,-0.4,negative,1079017963968172034,5403,1,6,2021-11-03 08:46:15,
17,1455711119553695745,2021-11-02 21:39:11,SOLO SOLO Weekly breakout is currently underway,0.0,neutral,887754279125221378,,9,58,2021-11-03 08:46:15,
5,1455711415243661320,2021-11-02 21:40:21,No PLTR on top 4,0.5,positive,170562844,,0,1,2021-11-03 08:46:15,
9,1455713542401937410,2021-11-02 21:48:49,SOFI PLTR LCID SHIB UPST WISH PSFE DKNG FUBO SPIR DM If you ve enjoyed any of my content about stocks trading fintwit I would appreciate any input Give me some feedback about possibly launching a Patreon Thanks for any insight,0.2333333333333333,positive,42264700,7291,2,10,2021-11-03 08:46:15,
1,1455715065450033160,2021-11-02 21:54:52,Ok ripped a few more charts trade ideas for everyone I m out,0.26666666666666666,positive,887754279125221378,,0,306,2021-11-03 08:46:15,
6,1455715172509650944,2021-11-02 21:55:17,Hi Dominic Pltr is at which position of your portfolio Thks,0.0,neutral,1154032034043482115,0,0,0,2021-11-03 08:46:15,
7,1455716508051521538,2021-11-02 22:00:36,why because it generates capital and other people find it valuable based on the data they feed google s database if you want my real opinion i call that stealing my data to make money with ad revenue and no benefit to the ones giving the data,0.037500000000000006,positive,62471024,2600,0,1,2021-11-03 08:46:15,
4,1455716942787006464,2021-11-02 22:02:19,PLTR is 7 but keep in mind I took it from 0 to 7 compared to investments I have had for almost 3 years My conviction is most high on PLTR bought more today and will buy more tomrrow But please do not borrow my conviction do the DD and homework and you will earn your own,0.45200000000000007,positive,1079017963968172034,5403,0,2,2021-11-03 08:46:15,
33,1443776550835425281,2021-09-30 23:15:28,took 4500 and started a mostly selling options account where i will log each trade i take publicly going to run an experiment and see how disciplined it helps me become i already posted what i bought sold this week wishmeluck fintwit optionstrading,0.25,positive,1369817720221409284,68,0,2,2021-11-03 08:46:13,
30,1447578090515750916,2021-10-11 11:01:26,A quick reminder that anything is possible NAKD SNDL PLTR SPCE CEI TSLA AMC GME,0.16666666666666666,positive,1440528607688810500,,10,87,2021-11-03 08:46:13,
31,1450095462669864967,2021-10-18 09:44:34,Here is an interesting fact Direct Listings of companies are the only fair chance of retail investors to get a fair play Since 2018 we had 10 direct listings and thousands of IPOs and Spacs PLTR is one of those 10 companies and I m proud to be a shareholder,0.4142857142857142,positive,294548572,,37,685,2021-11-03 08:46:13,
23,1451564383188881408,2021-10-22 11:01:32,Palantir pltr is one of the first few stocks that I bought this year It s the only 2 stocks together with Tesla tsla that I m looking to hodl for long term Can t wait for it to 20x Gonna sell away some of my investment to enter soon,-3.469446951953614e-18,negative,1447428394891677701,7,0,0,2021-11-03 08:46:13,
35,1451707195712696326,2021-10-22 20:29:01,Peter Thiel of Palantir warns that governments will use AI powered facialrecognition technology to control people He would know He s helping them do it,0.0,neutral,17662020,,3,4,2021-11-03 08:46:13,
41,1452984448585289731,2021-10-26 09:04:22,PLTR THREAD 1 Controversial secretive terrifying Whenever the subject is Palantir it is usually described like that With this thread I m going to talk about the side of the company systematically left out by the Media in order to pursue a one way narrative,-0.1733333333333333,negative,1356214197009457157,,38,202,2021-11-03 08:46:13,
28,1454176976571404291,2021-10-29 16:03:03,PLTR GhostNet infiltrated more than 1200 computers in 103 different countries I ve found a 2009 45 pages report by the Information Warfare Monitor that extensively describes the investigation including authentic Palantir Gotham screenshots Links,0.25,positive,1356214197009457157,,12,71,2021-11-03 08:46:13,
34,1454467279316475905,2021-10-30 11:16:36,Was great chatting with on Palantir s Foundry for Crypto Announcement PLTR NEW Vid,0.4681818181818182,positive,1203048921213362176,,7,41,2021-11-03 08:46:13,
11,1455164455894110222,2021-11-01 09:26:56,Some Companies to Pay Attention to Going into Earnings This Month SOFi BODY HIMS x OPEN PLTR DKNG PSFE,0.0,neutral,1163605918615035904,,8,81,2021-11-03 08:46:13,
10,1455225696612192268,2021-11-01 13:30:17,It s less about putting the eyes in the sky and mostly about the quality of edge AI and insights This is why Palantir chose to partner with BlackSky and why Peter Thiel took an equity position via Mithril capital PLTR BKSY,0.16666666666666669,positive,33555641,,1,3,2021-11-03 08:46:13,
13,1455542750972194821,2021-11-02 10:30:09,It s been an absolute blast at the past 4 years analyzing everything from the U S China trade war and the 5G crisis to Luckin Coffee Palantir data infra ML fintech DisasterTech govtech VC of course and so much more,0.15,positive,118613399,,1,31,2021-11-03 08:46:13,
40,1455602270884741124,2021-11-02 14:26:39,All this makes the upcoming chat on privacy in XR even more timely amp exciting,0.4,positive,85649579,,0,2,2021-11-03 08:46:13,
44,1455608199567003649,2021-11-02 14:50:13,whales If I don t trust fb mvrs Facebook with my data why the hell would I allow them to put me in a VR world where I can end up like lawnmower man ready player one gamer the 13th floor and the matrix,0.1,positive,77734246,,0,3,2021-11-03 08:46:13,
29,1455621702730207235,2021-11-02 15:43:52,What are your favourite resources for teaching people how to enforce codes of conduct in OpenSource communities Please share them in the replies,0.0,neutral,63819362,,9,7,2021-11-03 08:46:13,
5,1455693012202188800,2021-11-02 20:27:14,J Do you think pltr candle today was a trap,0.0,neutral,410327542,,0,0,2021-11-03 08:46:13,
27,1455694467416174597,2021-11-02 20:33:01,Joe LPP Based off trades I would guess it s PLTR I continue to read some shady stuff about the company,-0.25,negative,3185573491,,0,2,2021-11-03 08:46:13,
42,1455696173809995777,2021-11-02 20:39:48,I love Cathie but what only a moron buys Z today and takes profits on Palantir Genuinely awful investing,-0.325,negative,38074300,,0,2,2021-11-03 08:46:13,
1,1455701210481270790,2021-11-02 20:59:48,Financial Amazon Pre bubble They were not making money I loved my kindle Paid for my child s college I believed in them So never sold when it was in the dirt Did the same with apple tesla and Palantir,0.2333333333333333,positive,1166720754630746112,,0,3,2021-11-03 08:46:13,
20,1455713083104530432,2021-11-02 21:46:59,PLTR Great Discussion,0.8,positive,1387159015457796097,,1,2,2021-11-03 08:46:13,
43,1455713336008462342,2021-11-02 21:47:59,Sold all my blackberry bb to buy more palantir pltr Still a stronger believer of long term investing than short term trading bb was more like a wall street bet With pltr earnings coming I added some shares first and if it drops more after earnings will add more,0.31428571428571433,positive,1447428394891677701,7,0,2,2021-11-03 08:46:13,
6,1455714464779673603,2021-11-02 21:52:28,pltr gonna have to move without Cathie getting tired of her ass She sold Tesla and it ripped why can t we,-0.4,negative,1430295475761057792,,0,1,2021-11-03 08:46:13,
24,1455722521571958786,2021-11-02 22:24:29,you will be regret mark this BB,0.0,neutral,746957246899183618,150,0,6,2021-11-03 08:46:13,
25,1455723120946520069,2021-11-02 22:26:52,Should ve sold your PLTR to buy more BB,0.5,positive,1354827009000665088,147,0,9,2021-11-03 08:46:13,
39,1455725199475675139,2021-11-02 22:35:08,Cathie Wood Sells Another 94M In Tesla And Buys These Stocks Instead TSLA PLTR DKNG HOOD ZM,0.0,neutral,44060322,206753,4,19,2021-11-03 08:46:13,
